descriptor,scaler,cluster_class,cluster_class_params,labels,n_clusters,calinski_harabasz_score,davies_bouldin_score
vdc_color,norm,KMeans,{'n_clusters': 27},[10 24  8 ...  0  5  5],27,228.78388812077714,4.390963821676324
vdc_color,norm,KMeans,{'n_clusters': 28},[ 6  8 24 ... 10 24  5],28,220.6757340108577,4.224879852647468
vdc_color,norm,KMeans,{'n_clusters': 29},[12 19 26 ...  0  7 18],29,222.88879191491836,4.422041922087865
vdc_color,norm,KMeans,{'n_clusters': 30},[11 19 14 ...  5 13 22],30,224.18467264238814,4.4706615142882535
vdc_color,std,KMeans,{'n_clusters': 2},[1 1 1 ... 1 1 1],2,357.9278784147842,10.61320725813579
vdc_color,std,KMeans,{'n_clusters': 3},[2 1 1 ... 2 1 2],3,162.86833343348974,7.612766108138092
vdc_color,std,KMeans,{'n_clusters': 4},[1 1 1 ... 2 1 1],4,285.68659161773303,7.7100933830619365
vdc_color,std,KMeans,{'n_clusters': 5},[1 2 2 ... 1 2 1],5,283.57166522236565,7.293061509557357
vdc_color,std,KMeans,{'n_clusters': 6},[5 1 4 ... 3 1 5],6,295.82595516761614,7.226477422922503
vdc_color,std,KMeans,{'n_clusters': 7},[4 6 5 ... 3 6 4],7,242.06057138291138,6.4788148721897745
vdc_color,std,KMeans,{'n_clusters': 8},[5 0 1 ... 3 1 1],8,285.7408983431402,6.282150911388215
vdc_color,std,KMeans,{'n_clusters': 9},[3 8 5 ... 6 8 8],9,272.91738972596136,6.103244867867673
vdc_color,std,KMeans,{'n_clusters': 10},[5 1 7 ... 0 7 7],10,249.3316658760688,5.607685809646147
vdc_color,std,KMeans,{'n_clusters': 11},[9 4 7 ... 5 6 9],11,242.81348493156838,5.762567771337069
vdc_color,std,KMeans,{'n_clusters': 12},[8 7 3 ... 2 3 3],12,238.66844154894005,5.370797479974985
vdc_color,std,KMeans,{'n_clusters': 13},[10  2  5 ...  3  9 10],13,222.00447693035463,5.107988152046923
vdc_color,std,KMeans,{'n_clusters': 14},[ 9  2 12 ... 11  5  5],14,210.34722615002232,5.02473667306775
vdc_color,std,KMeans,{'n_clusters': 15},[ 8  2 11 ...  7  0  0],15,237.4004132619494,5.414090031800685
vdc_color,std,KMeans,{'n_clusters': 16},[ 0  2 15 ...  5 12 12],16,228.3646376790858,5.342514495248537
vdc_color,std,KMeans,{'n_clusters': 17},[ 8 12  1 ...  4  1 13],17,218.0093992936181,5.144297146851929
vdc_color,std,KMeans,{'n_clusters': 18},[ 8 16 10 ...  0 10  5],18,214.28634312082892,5.06467359952573
vdc_color,std,KMeans,{'n_clusters': 19},[17  7  0 ...  6  0  8],19,213.67439480414154,5.181500286543192
vdc_color,std,KMeans,{'n_clusters': 20},[12 11 16 ... 10 15 15],20,207.63966511051106,4.90104196979372
vdc_color,std,KMeans,{'n_clusters': 21},[ 6  0 12 ... 10  2  1],21,207.48633355623937,5.017055326790664
vdc_color,std,KMeans,{'n_clusters': 22},[ 5  2 18 ... 11 13 13],22,194.12080905512525,4.680512582495044
vdc_color,std,KMeans,{'n_clusters': 23},[20  8  5 ...  3  5 12],23,184.70509100840385,4.5050340443407215
vdc_color,std,KMeans,{'n_clusters': 24},[ 5 12 10 ...  2 10 15],24,194.45481114487296,4.744728440310406
vdc_color,std,KMeans,{'n_clusters': 25},[ 6 17 14 ... 15 19 19],25,183.0335212379323,4.546228669295838
vdc_color,std,KMeans,{'n_clusters': 26},[ 9 17  2 ... 23  2 15],26,179.23466367245177,4.427718580682712
vdc_color,std,KMeans,{'n_clusters': 27},[26  0  2 ... 17  2 18],27,173.09275837197728,4.430750167422746
vdc_color,std,KMeans,{'n_clusters': 28},[ 2  8 19 ...  9 19  4],28,172.90332739390908,4.416332595390068
vdc_color,std,KMeans,{'n_clusters': 29},[ 5 17 26 ...  2 26 24],29,172.23289297334665,4.4638860513698155
vdc_color,std,KMeans,{'n_clusters': 30},[ 5 19 12 ...  2 20 20],30,173.0170241242395,4.432792821659598
vdc_color,norm,DBSCAN,"{'eps': 0.25, 'min_samples': 8.0}",[-1 -1 -1 ... -1 -1 -1],1,,
vdc_color,norm,DBSCAN,"{'eps': 0.5, 'min_samples': 8.0}",[-1 -1 -1 ... -1 -1 -1],1,,
vdc_color,norm,DBSCAN,"{'eps': 1.0, 'min_samples': 8.0}",[0 0 0 ... 0 0 0],3,86.19795469219399,10.374620408354177
vdc_color,norm,DBSCAN,"{'eps': 2.0, 'min_samples': 8.0}",[0 0 0 ... 0 0 0],2,5.5139264717387775,0.419597045202594
vdc_color,norm,DBSCAN,"{'eps': 4.0, 'min_samples': 8.0}",[0 0 0 ... 0 0 0],1,,
vdc_color,norm,DBSCAN,"{'eps': 8.0, 'min_samples': 8.0}",[0 0 0 ... 0 0 0],1,,
vdc_color,norm,DBSCAN,"{'eps': 16.0, 'min_samples': 8.0}",[0 0 0 ... 0 0 0],1,,
vdc_color,norm,DBSCAN,"{'eps': 32.0, 'min_samples': 8.0}",[0 0 0 ... 0 0 0],1,,
vdc_color,norm,DBSCAN,"{'eps': 64.0, 'min_samples': 8.0}",[0 0 0 ... 0 0 0],1,,
vdc_color,norm,DBSCAN,"{'eps': 128.0, 'min_samples': 8.0}",[0 0 0 ... 0 0 0],1,,
vdc_color,norm,DBSCAN,"{'eps': 256.0, 'min_samples': 8.0}",[0 0 0 ... 0 0 0],1,,
vdc_color,norm,DBSCAN,"{'eps': 512.0, 'min_samples': 8.0}",[0 0 0 ... 0 0 0],1,,
vdc_color,norm,DBSCAN,"{'eps': 0.25, 'min_samples': 16.0}",[-1 -1 -1 ... -1 -1 -1],1,,
vdc_color,norm,DBSCAN,"{'eps': 0.5, 'min_samples': 16.0}",[-1 -1 -1 ... -1 -1 -1],1,,
vdc_color,norm,DBSCAN,"{'eps': 1.0, 'min_samples': 16.0}",[0 0 0 ... 0 0 0],2,172.78929572459393,14.46774370945513
vdc_color,norm,DBSCAN,"{'eps': 2.0, 'min_samples': 16.0}",[0 0 0 ... 0 0 0],2,5.5139264717387775,0.419597045202594
vdc_color,norm,DBSCAN,"{'eps': 4.0, 'min_samples': 16.0}",[0 0 0 ... 0 0 0],1,,
vdc_color,norm,DBSCAN,"{'eps': 8.0, 'min_samples': 16.0}",[0 0 0 ... 0 0 0],1,,
vdc_color,norm,DBSCAN,"{'eps': 16.0, 'min_samples': 16.0}",[0 0 0 ... 0 0 0],1,,
vdc_color,norm,DBSCAN,"{'eps': 32.0, 'min_samples': 16.0}",[0 0 0 ... 0 0 0],1,,
vdc_color,norm,DBSCAN,"{'eps': 64.0, 'min_samples': 16.0}",[0 0 0 ... 0 0 0],1,,
vdc_color,norm,DBSCAN,"{'eps': 128.0, 'min_samples': 16.0}",[0 0 0 ... 0 0 0],1,,
vdc_color,norm,DBSCAN,"{'eps': 256.0, 'min_samples': 16.0}",[0 0 0 ... 0 0 0],1,,
vdc_color,norm,DBSCAN,"{'eps': 512.0, 'min_samples': 16.0}",[0 0 0 ... 0 0 0],1,,
vdc_color,norm,DBSCAN,"{'eps': 0.25, 'min_samples': 32.0}",[-1 -1 -1 ... -1 -1 -1],1,,
vdc_color,norm,DBSCAN,"{'eps': 0.5, 'min_samples': 32.0}",[-1 -1 -1 ... -1 -1 -1],1,,
vdc_color,norm,DBSCAN,"{'eps': 1.0, 'min_samples': 32.0}",[0 0 0 ... 0 0 0],2,176.50431711005743,14.494997390365805
vdc_color,norm,DBSCAN,"{'eps': 2.0, 'min_samples': 32.0}",[0 0 0 ... 0 0 0],2,5.5139264717387775,0.419597045202594
vdc_color,norm,DBSCAN,"{'eps': 4.0, 'min_samples': 32.0}",[0 0 0 ... 0 0 0],1,,
vdc_color,norm,DBSCAN,"{'eps': 8.0, 'min_samples': 32.0}",[0 0 0 ... 0 0 0],1,,
vdc_color,norm,DBSCAN,"{'eps': 16.0, 'min_samples': 32.0}",[0 0 0 ... 0 0 0],1,,
vdc_color,norm,DBSCAN,"{'eps': 32.0, 'min_samples': 32.0}",[0 0 0 ... 0 0 0],1,,
vdc_color,norm,DBSCAN,"{'eps': 64.0, 'min_samples': 32.0}",[0 0 0 ... 0 0 0],1,,
vdc_color,norm,DBSCAN,"{'eps': 128.0, 'min_samples': 32.0}",[0 0 0 ... 0 0 0],1,,
vdc_color,norm,DBSCAN,"{'eps': 256.0, 'min_samples': 32.0}",[0 0 0 ... 0 0 0],1,,
vdc_color,norm,DBSCAN,"{'eps': 512.0, 'min_samples': 32.0}",[0 0 0 ... 0 0 0],1,,
vdc_color,norm,DBSCAN,"{'eps': 0.25, 'min_samples': 64.0}",[-1 -1 -1 ... -1 -1 -1],1,,
vdc_color,norm,DBSCAN,"{'eps': 0.5, 'min_samples': 64.0}",[-1 -1 -1 ... -1 -1 -1],1,,
vdc_color,norm,DBSCAN,"{'eps': 1.0, 'min_samples': 64.0}",[ 0  0 -1 ...  0  0  0],2,179.98259162960517,14.51364992094347
vdc_color,norm,DBSCAN,"{'eps': 2.0, 'min_samples': 64.0}",[0 0 0 ... 0 0 0],2,5.5139264717387775,0.419597045202594
vdc_color,norm,DBSCAN,"{'eps': 4.0, 'min_samples': 64.0}",[0 0 0 ... 0 0 0],1,,
vdc_color,norm,DBSCAN,"{'eps': 8.0, 'min_samples': 64.0}",[0 0 0 ... 0 0 0],1,,
vdc_color,norm,DBSCAN,"{'eps': 16.0, 'min_samples': 64.0}",[0 0 0 ... 0 0 0],1,,
vdc_color,norm,DBSCAN,"{'eps': 32.0, 'min_samples': 64.0}",[0 0 0 ... 0 0 0],1,,
vdc_color,norm,DBSCAN,"{'eps': 64.0, 'min_samples': 64.0}",[0 0 0 ... 0 0 0],1,,
vdc_color,norm,DBSCAN,"{'eps': 128.0, 'min_samples': 64.0}",[0 0 0 ... 0 0 0],1,,
vdc_color,norm,DBSCAN,"{'eps': 256.0, 'min_samples': 64.0}",[0 0 0 ... 0 0 0],1,,
vdc_color,norm,DBSCAN,"{'eps': 512.0, 'min_samples': 64.0}",[0 0 0 ... 0 0 0],1,,
vdc_color,norm,DBSCAN,"{'eps': 0.25, 'min_samples': 128.0}",[-1 -1 -1 ... -1 -1 -1],1,,
vdc_color,norm,DBSCAN,"{'eps': 0.5, 'min_samples': 128.0}",[-1 -1 -1 ... -1 -1 -1],1,,
vdc_color,norm,DBSCAN,"{'eps': 1.0, 'min_samples': 128.0}",[ 0  0 -1 ...  0  0  0],2,182.61992289456782,14.551271980949593
vdc_color,norm,DBSCAN,"{'eps': 2.0, 'min_samples': 128.0}",[0 0 0 ... 0 0 0],2,5.5139264717387775,0.419597045202594
vdc_color,norm,DBSCAN,"{'eps': 4.0, 'min_samples': 128.0}",[0 0 0 ... 0 0 0],1,,
vdc_color,norm,DBSCAN,"{'eps': 8.0, 'min_samples': 128.0}",[0 0 0 ... 0 0 0],1,,
vdc_color,norm,DBSCAN,"{'eps': 16.0, 'min_samples': 128.0}",[0 0 0 ... 0 0 0],1,,
vdc_color,norm,DBSCAN,"{'eps': 32.0, 'min_samples': 128.0}",[0 0 0 ... 0 0 0],1,,
vdc_color,norm,DBSCAN,"{'eps': 64.0, 'min_samples': 128.0}",[0 0 0 ... 0 0 0],1,,
vdc_color,norm,DBSCAN,"{'eps': 128.0, 'min_samples': 128.0}",[0 0 0 ... 0 0 0],1,,
vdc_color,norm,DBSCAN,"{'eps': 256.0, 'min_samples': 128.0}",[0 0 0 ... 0 0 0],1,,
vdc_color,norm,DBSCAN,"{'eps': 512.0, 'min_samples': 128.0}",[0 0 0 ... 0 0 0],1,,
vdc_color,norm,DBSCAN,"{'eps': 0.25, 'min_samples': 256.0}",[-1 -1 -1 ... -1 -1 -1],1,,
vdc_color,norm,DBSCAN,"{'eps': 0.5, 'min_samples': 256.0}",[-1 -1 -1 ... -1 -1 -1],1,,
vdc_color,norm,DBSCAN,"{'eps': 1.0, 'min_samples': 256.0}",[ 0  0 -1 ... -1  0  0],2,185.9606898326252,14.563256922008778
vdc_color,norm,DBSCAN,"{'eps': 2.0, 'min_samples': 256.0}",[0 0 0 ... 0 0 0],2,5.5139264717387775,0.419597045202594
vdc_color,norm,DBSCAN,"{'eps': 4.0, 'min_samples': 256.0}",[0 0 0 ... 0 0 0],1,,
vdc_color,norm,DBSCAN,"{'eps': 8.0, 'min_samples': 256.0}",[0 0 0 ... 0 0 0],1,,
vdc_color,norm,DBSCAN,"{'eps': 16.0, 'min_samples': 256.0}",[0 0 0 ... 0 0 0],1,,
vdc_color,norm,DBSCAN,"{'eps': 32.0, 'min_samples': 256.0}",[0 0 0 ... 0 0 0],1,,
vdc_color,norm,DBSCAN,"{'eps': 64.0, 'min_samples': 256.0}",[0 0 0 ... 0 0 0],1,,
vdc_color,norm,DBSCAN,"{'eps': 128.0, 'min_samples': 256.0}",[0 0 0 ... 0 0 0],1,,
vdc_color,norm,DBSCAN,"{'eps': 256.0, 'min_samples': 256.0}",[0 0 0 ... 0 0 0],1,,
vdc_color,norm,DBSCAN,"{'eps': 512.0, 'min_samples': 256.0}",[0 0 0 ... 0 0 0],1,,
vdc_color,norm,DBSCAN,"{'eps': 0.25, 'min_samples': 512.0}",[-1 -1 -1 ... -1 -1 -1],1,,
vdc_color,norm,DBSCAN,"{'eps': 0.5, 'min_samples': 512.0}",[-1 -1 -1 ... -1 -1 -1],1,,
vdc_color,norm,DBSCAN,"{'eps': 1.0, 'min_samples': 512.0}",[ 0  0 -1 ... -1  0  0],2,187.50698151799511,14.634817943615916
vdc_color,norm,DBSCAN,"{'eps': 2.0, 'min_samples': 512.0}",[0 0 0 ... 0 0 0],2,5.5139264717387775,0.419597045202594
vdc_color,norm,DBSCAN,"{'eps': 4.0, 'min_samples': 512.0}",[0 0 0 ... 0 0 0],1,,
vdc_color,norm,DBSCAN,"{'eps': 8.0, 'min_samples': 512.0}",[0 0 0 ... 0 0 0],1,,
vdc_color,norm,DBSCAN,"{'eps': 16.0, 'min_samples': 512.0}",[0 0 0 ... 0 0 0],1,,
vdc_color,norm,DBSCAN,"{'eps': 32.0, 'min_samples': 512.0}",[0 0 0 ... 0 0 0],1,,
vdc_color,norm,DBSCAN,"{'eps': 64.0, 'min_samples': 512.0}",[0 0 0 ... 0 0 0],1,,
vdc_color,norm,DBSCAN,"{'eps': 128.0, 'min_samples': 512.0}",[0 0 0 ... 0 0 0],1,,
vdc_color,norm,DBSCAN,"{'eps': 256.0, 'min_samples': 512.0}",[0 0 0 ... 0 0 0],1,,
vdc_color,norm,DBSCAN,"{'eps': 512.0, 'min_samples': 512.0}",[0 0 0 ... 0 0 0],1,,
vdc_color,std,DBSCAN,"{'eps': 0.25, 'min_samples': 8.0}",[-1 -1 -1 ... -1 -1 -1],1,,
vdc_color,std,DBSCAN,"{'eps': 0.5, 'min_samples': 8.0}",[-1 -1 -1 ... -1 -1 -1],1,,
vdc_color,std,DBSCAN,"{'eps': 1.0, 'min_samples': 8.0}",[-1 -1 -1 ... -1 -1 -1],1,,
vdc_color,std,DBSCAN,"{'eps': 2.0, 'min_samples': 8.0}",[-1 -1 -1 ... -1 -1 -1],1,,
vdc_color,std,DBSCAN,"{'eps': 4.0, 'min_samples': 8.0}",[-1 -1 -1 ... -1 -1 -1],1,,
vdc_color,std,DBSCAN,"{'eps': 8.0, 'min_samples': 8.0}",[-1 -1 -1 ... -1 -1 -1],8,24.154034721979695,4.314926579461523
vdc_color,std,DBSCAN,"{'eps': 16.0, 'min_samples': 8.0}",[0 0 0 ... 0 0 0],2,36.22231720500325,3.806199755954694
vdc_color,std,DBSCAN,"{'eps': 32.0, 'min_samples': 8.0}",[0 0 0 ... 0 0 0],1,,
vdc_color,std,DBSCAN,"{'eps': 64.0, 'min_samples': 8.0}",[0 0 0 ... 0 0 0],1,,
vdc_color,std,DBSCAN,"{'eps': 128.0, 'min_samples': 8.0}",[0 0 0 ... 0 0 0],1,,
vdc_color,std,DBSCAN,"{'eps': 256.0, 'min_samples': 8.0}",[0 0 0 ... 0 0 0],1,,
vdc_color,std,DBSCAN,"{'eps': 512.0, 'min_samples': 8.0}",[0 0 0 ... 0 0 0],1,,
vdc_color,std,DBSCAN,"{'eps': 0.25, 'min_samples': 16.0}",[-1 -1 -1 ... -1 -1 -1],1,,
vdc_color,std,DBSCAN,"{'eps': 0.5, 'min_samples': 16.0}",[-1 -1 -1 ... -1 -1 -1],1,,
vdc_color,std,DBSCAN,"{'eps': 1.0, 'min_samples': 16.0}",[-1 -1 -1 ... -1 -1 -1],1,,
vdc_color,std,DBSCAN,"{'eps': 2.0, 'min_samples': 16.0}",[-1 -1 -1 ... -1 -1 -1],1,,
vdc_color,std,DBSCAN,"{'eps': 4.0, 'min_samples': 16.0}",[-1 -1 -1 ... -1 -1 -1],1,,
vdc_color,std,DBSCAN,"{'eps': 8.0, 'min_samples': 16.0}",[-1 -1 -1 ... -1 -1 -1],2,110.44481723860477,9.955558368313422
vdc_color,std,DBSCAN,"{'eps': 16.0, 'min_samples': 16.0}",[0 0 0 ... 0 0 0],2,36.18094736105648,3.8373873393094744
vdc_color,std,DBSCAN,"{'eps': 32.0, 'min_samples': 16.0}",[0 0 0 ... 0 0 0],1,,
vdc_color,std,DBSCAN,"{'eps': 64.0, 'min_samples': 16.0}",[0 0 0 ... 0 0 0],1,,
vdc_color,std,DBSCAN,"{'eps': 128.0, 'min_samples': 16.0}",[0 0 0 ... 0 0 0],1,,
vdc_color,std,DBSCAN,"{'eps': 256.0, 'min_samples': 16.0}",[0 0 0 ... 0 0 0],1,,
vdc_color,std,DBSCAN,"{'eps': 512.0, 'min_samples': 16.0}",[0 0 0 ... 0 0 0],1,,
vdc_color,std,DBSCAN,"{'eps': 0.25, 'min_samples': 32.0}",[-1 -1 -1 ... -1 -1 -1],1,,
vdc_color,std,DBSCAN,"{'eps': 0.5, 'min_samples': 32.0}",[-1 -1 -1 ... -1 -1 -1],1,,
vdc_color,std,DBSCAN,"{'eps': 1.0, 'min_samples': 32.0}",[-1 -1 -1 ... -1 -1 -1],1,,
vdc_color,std,DBSCAN,"{'eps': 2.0, 'min_samples': 32.0}",[-1 -1 -1 ... -1 -1 -1],1,,
vdc_color,std,DBSCAN,"{'eps': 4.0, 'min_samples': 32.0}",[-1 -1 -1 ... -1 -1 -1],1,,
vdc_color,std,DBSCAN,"{'eps': 8.0, 'min_samples': 32.0}",[-1 -1 -1 ... -1 -1 -1],5,35.34078240756058,5.453260022571217
vdc_color,std,DBSCAN,"{'eps': 16.0, 'min_samples': 32.0}",[0 0 0 ... 0 0 0],2,39.44433551487612,3.81136169124404
vdc_color,std,DBSCAN,"{'eps': 32.0, 'min_samples': 32.0}",[0 0 0 ... 0 0 0],1,,
vdc_color,std,DBSCAN,"{'eps': 64.0, 'min_samples': 32.0}",[0 0 0 ... 0 0 0],1,,
vdc_color,std,DBSCAN,"{'eps': 128.0, 'min_samples': 32.0}",[0 0 0 ... 0 0 0],1,,
vdc_color,std,DBSCAN,"{'eps': 256.0, 'min_samples': 32.0}",[0 0 0 ... 0 0 0],1,,
vdc_color,std,DBSCAN,"{'eps': 512.0, 'min_samples': 32.0}",[0 0 0 ... 0 0 0],1,,
vdc_color,std,DBSCAN,"{'eps': 0.25, 'min_samples': 64.0}",[-1 -1 -1 ... -1 -1 -1],1,,
vdc_color,std,DBSCAN,"{'eps': 0.5, 'min_samples': 64.0}",[-1 -1 -1 ... -1 -1 -1],1,,
vdc_color,std,DBSCAN,"{'eps': 1.0, 'min_samples': 64.0}",[-1 -1 -1 ... -1 -1 -1],1,,
vdc_color,std,DBSCAN,"{'eps': 2.0, 'min_samples': 64.0}",[-1 -1 -1 ... -1 -1 -1],1,,
vdc_color,std,DBSCAN,"{'eps': 4.0, 'min_samples': 64.0}",[-1 -1 -1 ... -1 -1 -1],1,,
vdc_color,std,DBSCAN,"{'eps': 8.0, 'min_samples': 64.0}",[-1 -1 -1 ... -1 -1 -1],2,81.78751504789712,8.278831334860492
vdc_color,std,DBSCAN,"{'eps': 16.0, 'min_samples': 64.0}",[0 0 0 ... 0 0 0],2,40.31603700095111,3.8540299002750036
vdc_color,std,DBSCAN,"{'eps': 32.0, 'min_samples': 64.0}",[0 0 0 ... 0 0 0],1,,
vdc_color,std,DBSCAN,"{'eps': 64.0, 'min_samples': 64.0}",[0 0 0 ... 0 0 0],1,,
vdc_color,std,DBSCAN,"{'eps': 128.0, 'min_samples': 64.0}",[0 0 0 ... 0 0 0],1,,
vdc_color,std,DBSCAN,"{'eps': 256.0, 'min_samples': 64.0}",[0 0 0 ... 0 0 0],1,,
vdc_color,std,DBSCAN,"{'eps': 512.0, 'min_samples': 64.0}",[0 0 0 ... 0 0 0],1,,
vdc_color,std,DBSCAN,"{'eps': 0.25, 'min_samples': 128.0}",[-1 -1 -1 ... -1 -1 -1],1,,
vdc_color,std,DBSCAN,"{'eps': 0.5, 'min_samples': 128.0}",[-1 -1 -1 ... -1 -1 -1],1,,
vdc_color,std,DBSCAN,"{'eps': 1.0, 'min_samples': 128.0}",[-1 -1 -1 ... -1 -1 -1],1,,
vdc_color,std,DBSCAN,"{'eps': 2.0, 'min_samples': 128.0}",[-1 -1 -1 ... -1 -1 -1],1,,
vdc_color,std,DBSCAN,"{'eps': 4.0, 'min_samples': 128.0}",[-1 -1 -1 ... -1 -1 -1],1,,
vdc_color,std,DBSCAN,"{'eps': 8.0, 'min_samples': 128.0}",[-1 -1 -1 ... -1 -1 -1],2,55.64307447079514,7.410905583548202
vdc_color,std,DBSCAN,"{'eps': 16.0, 'min_samples': 128.0}",[0 0 0 ... 0 0 0],2,42.52808130491876,3.849881126096707
vdc_color,std,DBSCAN,"{'eps': 32.0, 'min_samples': 128.0}",[0 0 0 ... 0 0 0],1,,
vdc_color,std,DBSCAN,"{'eps': 64.0, 'min_samples': 128.0}",[0 0 0 ... 0 0 0],1,,
vdc_color,std,DBSCAN,"{'eps': 128.0, 'min_samples': 128.0}",[0 0 0 ... 0 0 0],1,,
vdc_color,std,DBSCAN,"{'eps': 256.0, 'min_samples': 128.0}",[0 0 0 ... 0 0 0],1,,
vdc_color,std,DBSCAN,"{'eps': 512.0, 'min_samples': 128.0}",[0 0 0 ... 0 0 0],1,,
vdc_color,std,DBSCAN,"{'eps': 0.25, 'min_samples': 256.0}",[-1 -1 -1 ... -1 -1 -1],1,,
vdc_color,std,DBSCAN,"{'eps': 0.5, 'min_samples': 256.0}",[-1 -1 -1 ... -1 -1 -1],1,,
vdc_color,std,DBSCAN,"{'eps': 1.0, 'min_samples': 256.0}",[-1 -1 -1 ... -1 -1 -1],1,,
vdc_color,std,DBSCAN,"{'eps': 2.0, 'min_samples': 256.0}",[-1 -1 -1 ... -1 -1 -1],1,,
vdc_color,std,DBSCAN,"{'eps': 4.0, 'min_samples': 256.0}",[-1 -1 -1 ... -1 -1 -1],1,,
vdc_color,std,DBSCAN,"{'eps': 8.0, 'min_samples': 256.0}",[-1 -1 -1 ... -1 -1 -1],2,28.133158870622214,6.54210061383477
vdc_color,std,DBSCAN,"{'eps': 16.0, 'min_samples': 256.0}",[0 0 0 ... 0 0 0],2,47.59006633616259,3.7459248792298543
vdc_color,std,DBSCAN,"{'eps': 32.0, 'min_samples': 256.0}",[0 0 0 ... 0 0 0],1,,
vdc_color,std,DBSCAN,"{'eps': 64.0, 'min_samples': 256.0}",[0 0 0 ... 0 0 0],1,,
vdc_color,std,DBSCAN,"{'eps': 128.0, 'min_samples': 256.0}",[0 0 0 ... 0 0 0],1,,
vdc_color,std,DBSCAN,"{'eps': 256.0, 'min_samples': 256.0}",[0 0 0 ... 0 0 0],1,,
vdc_color,std,DBSCAN,"{'eps': 512.0, 'min_samples': 256.0}",[0 0 0 ... 0 0 0],1,,
vdc_color,std,DBSCAN,"{'eps': 0.25, 'min_samples': 512.0}",[-1 -1 -1 ... -1 -1 -1],1,,
vdc_color,std,DBSCAN,"{'eps': 0.5, 'min_samples': 512.0}",[-1 -1 -1 ... -1 -1 -1],1,,
vdc_color,std,DBSCAN,"{'eps': 1.0, 'min_samples': 512.0}",[-1 -1 -1 ... -1 -1 -1],1,,
vdc_color,std,DBSCAN,"{'eps': 2.0, 'min_samples': 512.0}",[-1 -1 -1 ... -1 -1 -1],1,,
vdc_color,std,DBSCAN,"{'eps': 4.0, 'min_samples': 512.0}",[-1 -1 -1 ... -1 -1 -1],1,,
vdc_color,std,DBSCAN,"{'eps': 8.0, 'min_samples': 512.0}",[-1 -1 -1 ... -1 -1 -1],1,,
vdc_color,std,DBSCAN,"{'eps': 16.0, 'min_samples': 512.0}",[0 0 0 ... 0 0 0],2,50.21544073960506,3.706132209061699
vdc_color,std,DBSCAN,"{'eps': 32.0, 'min_samples': 512.0}",[0 0 0 ... 0 0 0],1,,
vdc_color,std,DBSCAN,"{'eps': 64.0, 'min_samples': 512.0}",[0 0 0 ... 0 0 0],1,,
vdc_color,std,DBSCAN,"{'eps': 128.0, 'min_samples': 512.0}",[0 0 0 ... 0 0 0],1,,
vdc_color,std,DBSCAN,"{'eps': 256.0, 'min_samples': 512.0}",[0 0 0 ... 0 0 0],1,,
vdc_color,std,DBSCAN,"{'eps': 512.0, 'min_samples': 512.0}",[0 0 0 ... 0 0 0],1,,
vdc_color,norm,HDBSCAN,{'min_cluster_size': 8},[-1 -1 -1 ... -1 -1 -1],3,63.90285724729619,7.969126714838975
vdc_color,norm,HDBSCAN,{'min_cluster_size': 16},[-1 -1 -1 ... -1 -1 -1],1,,
vdc_color,norm,HDBSCAN,{'min_cluster_size': 32},[-1  0 -1 ... -1 -1  0],3,88.84432463109691,9.717434663007245
vdc_color,norm,HDBSCAN,{'min_cluster_size': 64},[-1 -1 -1 ... -1 -1 -1],1,,
vdc_color,norm,HDBSCAN,{'min_cluster_size': 128},[-1 -1 -1 ... -1 -1 -1],1,,
vdc_color,norm,HDBSCAN,{'min_cluster_size': 256},[-1 -1 -1 ... -1 -1 -1],1,,
vdc_color,norm,HDBSCAN,{'min_cluster_size': 512},[-1 -1 -1 ... -1 -1 -1],1,,
vdc_color,std,HDBSCAN,{'min_cluster_size': 8},[ 1  1 -1 ... -1  1  1],3,99.07561790285531,8.821774770367112
vdc_color,std,HDBSCAN,{'min_cluster_size': 16},[-1 -1 -1 ... -1 -1 -1],1,,
vdc_color,std,HDBSCAN,{'min_cluster_size': 32},[-1  1 -1 ... -1 -1  1],4,67.91816524484261,7.818343726261549
vdc_color,std,HDBSCAN,{'min_cluster_size': 64},[-1 -1 -1 ... -1 -1 -1],1,,
vdc_color,std,HDBSCAN,{'min_cluster_size': 128},[-1 -1 -1 ... -1 -1 -1],1,,
vdc_color,std,HDBSCAN,{'min_cluster_size': 256},[-1 -1 -1 ... -1 -1 -1],1,,
vdc_color,std,HDBSCAN,{'min_cluster_size': 512},[-1 -1 -1 ... -1 -1 -1],1,,
vdc_type,norm,KMeans,{'n_clusters': 2},[1 1 1 ... 0 1 1],2,759.2711786784929,7.264994922590354
vdc_type,norm,KMeans,{'n_clusters': 3},[1 1 1 ... 0 2 2],3,558.323432430407,6.802259192992357
vdc_type,norm,KMeans,{'n_clusters': 4},[1 1 2 ... 3 1 1],4,486.876499241605,7.122291374625398
vdc_type,norm,KMeans,{'n_clusters': 5},[4 4 1 ... 2 0 0],5,452.1119308073219,6.81143379324224
vdc_type,norm,KMeans,{'n_clusters': 6},[3 3 3 ... 2 5 5],6,403.20747723305396,6.533865027986871
vdc_type,norm,KMeans,{'n_clusters': 7},[0 0 2 ... 3 2 2],7,313.7774189905122,5.562354046862842
vdc_type,norm,KMeans,{'n_clusters': 8},[1 1 3 ... 7 3 3],8,338.9244130280683,5.65818959875317
vdc_type,norm,KMeans,{'n_clusters': 9},[0 0 6 ... 8 7 7],9,343.39818208437555,5.39242321872369
